==== START logs for container etcd of pod kube-system/etcd-kind-1-control-plane ====
[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-06-17 06:10:08.648953 I | etcdmain: etcd Version: 3.4.3
2021-06-17 14:45:10.148232 I | mvcc: finished scheduled compaction at 125036 (took 14.088214ms)
2021-06-17 14:50:10.138051 I | mvcc: store.index: compact 126263
2021-06-17 14:50:10.152851 I | mvcc: finished scheduled compaction at 126263 (took 14.109464ms)
2021-06-17 14:55:10.148712 I | mvcc: store.index: compact 127493
2021-06-17 14:55:10.163534 I | mvcc: finished scheduled compaction at 127493 (took 14.181515ms)
2021-06-17 15:00:01.848950 I | etcdserver: start to snapshot (applied: 140014, lastsnap: 130013)
2021-06-17 15:00:01.855403 I | etcdserver: saved snapshot at index 140014
2021-06-17 15:00:01.855567 I | etcdserver: compacted raft log at 135014
2021-06-17 15:00:09.024704 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000002-0000000000015f99.snap successfully
2021-06-17 15:00:10.153606 I | mvcc: store.index: compact 128875
2021-06-17 15:00:10.168732 I | mvcc: finished scheduled compaction at 128875 (took 14.59918ms)
2021-06-17 15:05:10.158311 I | mvcc: store.index: compact 130105
2021-06-17 15:05:10.173177 I | mvcc: finished scheduled compaction at 130105 (took 14.353258ms)
2021-06-17 15:10:10.165405 I | mvcc: store.index: compact 131338
2021-06-17 15:10:10.180915 I | mvcc: finished scheduled compaction at 131338 (took 14.822963ms)
2021-06-17 15:15:10.171958 I | mvcc: store.index: compact 132564
2021-06-17 15:15:10.188570 I | mvcc: finished scheduled compaction at 132564 (took 16.010405ms)
2021-06-17 15:20:10.176532 I | mvcc: store.index: compact 133793
2021-06-17 15:20:10.193733 I | mvcc: finished scheduled compaction at 133793 (took 16.630603ms)
2021-06-17 15:25:10.181244 I | mvcc: store.index: compact 135024
2021-06-17 15:25:10.196328 I | mvcc: finished scheduled compaction at 135024 (took 14.408927ms)
2021-06-17 15:30:10.186282 I | mvcc: store.index: compact 136253
2021-06-17 15:30:10.201332 I | mvcc: finished scheduled compaction at 136253 (took 14.519018ms)
2021-06-17 15:35:10.191232 I | mvcc: store.index: compact 137481
2021-06-17 15:35:10.206052 I | mvcc: finished scheduled compaction at 137481 (took 14.372517ms)
2021-06-17 15:37:49.498213 I | etcdserver: start to snapshot (applied: 150015, lastsnap: 140014)
2021-06-17 15:37:49.504305 I | etcdserver: saved snapshot at index 150015
2021-06-17 15:37:49.504454 I | etcdserver: compacted raft log at 145015
2021-06-17 15:38:09.046946 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000002-00000000000186aa.snap successfully
2021-06-17 15:40:10.195977 I | mvcc: store.index: compact 138708
2021-06-17 15:40:10.210772 I | mvcc: finished scheduled compaction at 138708 (took 14.217255ms)
2021-06-17 15:45:10.200961 I | mvcc: store.index: compact 139940
2021-06-17 15:45:10.219766 I | mvcc: finished scheduled compaction at 139940 (took 18.021742ms)
2021-06-17 15:50:10.206009 I | mvcc: store.index: compact 141167
2021-06-17 15:50:10.220728 I | mvcc: finished scheduled compaction at 141167 (took 14.160825ms)
2021-06-17 15:55:10.210977 I | mvcc: store.index: compact 142396
2021-06-17 15:55:10.225798 I | mvcc: finished scheduled compaction at 142396 (took 14.143474ms)
2021-06-17 16:00:10.216617 I | mvcc: store.index: compact 143626
2021-06-17 16:00:10.231357 I | mvcc: finished scheduled compaction at 143626 (took 14.038313ms)
2021-06-17 16:05:10.224453 I | mvcc: store.index: compact 144852
2021-06-17 16:05:10.240339 I | mvcc: finished scheduled compaction at 144852 (took 15.250099ms)
2021-06-17 16:10:10.230601 I | mvcc: store.index: compact 146085
2021-06-17 16:10:10.248176 I | mvcc: finished scheduled compaction at 146085 (took 16.512303ms)
2021-06-17 16:15:10.236211 I | mvcc: store.index: compact 147315
2021-06-17 16:15:10.251429 I | mvcc: finished scheduled compaction at 147315 (took 14.707542ms)
2021-06-17 16:15:38.556044 I | etcdserver: start to snapshot (applied: 160016, lastsnap: 150015)
2021-06-17 16:15:38.561390 I | etcdserver: saved snapshot at index 160016
2021-06-17 16:15:38.561559 I | etcdserver: compacted raft log at 155016
2021-06-17 16:15:39.068166 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000002-000000000001adbb.snap successfully
2021-06-17 16:20:10.241405 I | mvcc: store.index: compact 148541
2021-06-17 16:20:10.256806 I | mvcc: finished scheduled compaction at 148541 (took 14.864648ms)
2021-06-17 16:25:10.245970 I | mvcc: store.index: compact 149769
2021-06-17 16:25:10.260761 I | mvcc: finished scheduled compaction at 149769 (took 14.265843ms)
2021-06-17 16:30:10.251219 I | mvcc: store.index: compact 150999
2021-06-17 16:30:10.266648 I | mvcc: finished scheduled compaction at 150999 (took 14.733148ms)
2021-06-17 16:35:10.256981 I | mvcc: store.index: compact 152229
2021-06-17 16:35:10.278226 I | mvcc: finished scheduled compaction at 152229 (took 20.50219ms)
==== END logs for container etcd of pod kube-system/etcd-kind-1-control-plane ====
