==== START logs for container etcd of pod kube-system/etcd-kind-2-control-plane ====
[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-06-17 06:10:37.801703 I | etcdmain: etcd Version: 3.4.3
2021-06-17 15:50:39.439000 I | mvcc: store.index: compact 98774
2021-06-17 15:50:39.452857 I | mvcc: finished scheduled compaction at 98774 (took 13.367435ms)
2021-06-17 15:55:39.443238 I | mvcc: store.index: compact 99604
2021-06-17 15:55:39.457985 I | mvcc: finished scheduled compaction at 99604 (took 14.179875ms)
2021-06-17 16:00:39.447898 I | mvcc: store.index: compact 100435
2021-06-17 16:00:39.462624 I | mvcc: finished scheduled compaction at 100435 (took 14.295326ms)
2021-06-17 16:05:39.452644 I | mvcc: store.index: compact 101265
2021-06-17 16:05:39.467463 I | mvcc: finished scheduled compaction at 101265 (took 14.047633ms)
2021-06-17 16:10:39.459626 I | mvcc: store.index: compact 102113
2021-06-17 16:10:39.474413 I | mvcc: finished scheduled compaction at 102113 (took 14.248466ms)
2021-06-17 16:15:39.464237 I | mvcc: store.index: compact 102947
2021-06-17 16:15:39.478487 I | mvcc: finished scheduled compaction at 102947 (took 13.723252ms)
2021-06-17 16:20:39.469476 I | mvcc: store.index: compact 103778
2021-06-17 16:20:39.484036 I | mvcc: finished scheduled compaction at 103778 (took 14.064698ms)
2021-06-17 16:25:39.474019 I | mvcc: store.index: compact 104607
2021-06-17 16:25:39.488043 I | mvcc: finished scheduled compaction at 104607 (took 13.539314ms)
2021-06-17 16:30:39.478625 I | mvcc: store.index: compact 105420
2021-06-17 16:30:39.493203 I | mvcc: finished scheduled compaction at 105420 (took 13.677286ms)
2021-06-17 16:35:39.483853 I | mvcc: store.index: compact 106298
2021-06-17 16:35:39.498601 I | mvcc: finished scheduled compaction at 106298 (took 14.293234ms)
==== END logs for container etcd of pod kube-system/etcd-kind-2-control-plane ====
